name,gpu_model,vram_mb,cuda_cores,price_per_hour_usd_cents,driver_major,driver_minor
Radeon Instinct MI300X,Radeon Instinct MI300X,196608,19456,1474,535,44
Radeon Instinct MI308X,Radeon Instinct MI308X,196608,19456,1474,535,23
Radeon PRO W7500,Radeon PRO W7500,8192,1792,388,535,27
Radeon PRO W7600,Radeon PRO W7600,8192,2048,510,535,47
Radeon PRO W7700,Radeon PRO W7700,16384,3072,695,535,43
Radeon PRO W7800,Radeon PRO W7800,32768,4480,901,536,34
Radeon PRO W7800 48 GB,Radeon PRO W7800 48 GB,49152,4480,902,536,48
Radeon PRO W7900,Radeon PRO W7900,49152,6144,1149,534,35
Radeon RX 6450M,Radeon RX 6450M,4096,768,259,534,26
Radeon RX 6550M,Radeon RX 6550M,4096,1024,291,535,26
Radeon RX 6550S,Radeon RX 6550S,4096,1024,276,534,36
Radeon RX 6600 LE,Radeon RX 6600 LE,8192,1792,340,534,34
Radeon RX 6750 GRE 10 GB,Radeon RX 6750 GRE 10 GB,10240,2304,377,535,41
Radeon RX 6750 GRE 12 GB,Radeon RX 6750 GRE 12 GB,12288,2560,409,535,50
Radeon RX 7600,Radeon RX 7600,8192,2048,538,535,38
Radeon RX 7600M,Radeon RX 7600M,8192,1792,467,535,23
Radeon RX 7600M XT,Radeon RX 7600M XT,8192,2048,513,535,27
Radeon RX 7600S,Radeon RX 7600S,8192,1792,444,535,20
Radeon RX 7700 XT,Radeon RX 7700 XT,12288,3456,746,534,34
Radeon RX 7700S,Radeon RX 7700S,8192,2048,517,535,39
Radeon RX 7800 XT,Radeon RX 7800 XT,16384,3840,779,535,35
Radeon RX 7900 GRE,Radeon RX 7900 GRE,16384,5120,912,535,47
Radeon RX 7900M,Radeon RX 7900M,16384,4608,796,534,34
Ryzen Z1 Extreme GPU,Ryzen Z1 Extreme GPU,16384,768,328,535,32
Ryzen Z1 GPU,Ryzen Z1 GPU,16384,256,240,535,38
Steam Deck OLED GPU,Steam Deck OLED GPU,16384,512,225,535,29
Playstation 5 Pro GPU,Playstation 5 Pro GPU,16384,3840,483,534,35
Radeon 740M,Radeon 740M,0,256,245,535,39
Radeon 760M,Radeon 760M,0,512,282,535,48
Radeon 780M,Radeon 780M,0,768,337,535,37
Radeon 880M,Radeon 880M,0,768,268,534,35
Radeon 890M,Radeon 890M,0,1024,291,535,27
Radeon Instinct MI325X,Radeon Instinct MI325X,294912,19456,1480,535,35
Radeon PRO V710,Radeon PRO V710,28672,3456,628,536,45
Radeon RX 7600 XT,Radeon RX 7600 XT,16384,2048,551,535,39
Radeon RX 7800M,Radeon RX 7800M,12288,3840,755,536,30
Xbox Series X 6nm GPU,Xbox Series X 6nm GPU,10240,3328,391,534,44
Radeon 8040S,Radeon 8040S,0,1024,289,534,49
Radeon 8050S,Radeon 8050S,0,2048,377,535,38
Radeon 8060S,Radeon 8060S,0,2560,429,536,36
Radeon 860M,Radeon 860M,0,512,247,536,21
Radeon AI PRO R9700,Radeon AI PRO R9700,32768,4096,942,535,42
Radeon Instinct MI350X,Radeon Instinct MI350X,294912,16384,1332,535,28
Radeon Instinct MI355X,Radeon Instinct MI355X,294912,16384,1443,535,36
Radeon PRO W7900D,Radeon PRO W7900D,49152,6144,1149,536,34
Radeon RX 7400,Radeon RX 7400,8192,1792,454,535,43
Radeon RX 7650 GRE,Radeon RX 7650 GRE,8192,2048,543,536,34
Radeon RX 7700,Radeon RX 7700,16384,2560,613,534,26
Radeon RX 9060,Radeon RX 9060,8192,1792,532,535,46
Radeon RX 9060 XT 16 GB,Radeon RX 9060 XT 16 GB,16384,2048,597,535,50
Radeon RX 9060 XT 8 GB,Radeon RX 9060 XT 8 GB,8192,2048,597,536,20
Radeon RX 9070,Radeon RX 9070,16384,3584,760,534,40
Radeon RX 9070 GRE,Radeon RX 9070 GRE,12288,3072,732,536,21
Radeon RX 9070 GRE 16 GB,Radeon RX 9070 GRE 16 GB,16384,3072,732,535,43
Radeon RX 9070 XT,Radeon RX 9070 XT,16384,4096,955,535,41
Ryzen AI Z2 Extreme GPU,Ryzen AI Z2 Extreme GPU,16384,1024,285,534,26
Ryzen Z2 A GPU,Ryzen Z2 A GPU,16384,512,225,535,50
Ryzen Z2 Extreme GPU,Ryzen Z2 Extreme GPU,16384,1024,285,535,20
Ryzen Z2 Go GPU,Ryzen Z2 Go GPU,16384,768,264,535,20
Ryzen Z2 GPU,Ryzen Z2 GPU,16384,768,328,535,50
Xbox 360 GPU 90nm,Xbox 360 GPU 90nm,512,240,208,534,24
FireGL V3600,FireGL V3600,256,120,203,535,44
FireGL V5600,FireGL V5600,512,120,205,536,28
FireGL V7600,FireGL V7600,512,320,208,535,23
FireGL V7700,FireGL V7700,512,320,208,535,48
FireGL V8600,FireGL V8600,1024,320,210,535,45
FireGL V8650,FireGL V8650,2048,320,207,535,48
Mobility FireGL V5600,Mobility FireGL V5600,256,120,203,535,20
Mobility Radeon HD 2400,Mobility Radeon HD 2400,256,40,201,535,49
Mobility Radeon HD 2400 XT,Mobility Radeon HD 2400 XT,256,40,201,535,48
Mobility Radeon HD 2400 XT Mac Edition,Mobility Radeon HD 2400 XT Mac Edition,128,40,202,535,32
Mobility Radeon HD 2600,Mobility Radeon HD 2600,256,120,203,535,25
Mobility Radeon HD 2600 XT,Mobility Radeon HD 2600 XT,256,120,203,536,46
Mobility Radeon HD 2600 XT Mac Edition,Mobility Radeon HD 2600 XT Mac Edition,256,120,203,534,44
Mobility Radeon HD 2700,Mobility Radeon HD 2700,256,120,203,536,27
Radeon E2400,Radeon E2400,128,40,201,535,50
Radeon HD 2350 PRO,Radeon HD 2350 PRO,256,40,201,535,21
Radeon HD 2400 PRO,Radeon HD 2400 PRO,256,40,201,535,44
Radeon HD 2400 PRO AGP,Radeon HD 2400 PRO AGP,256,40,201,536,41
Radeon HD 2400 PRO PCI,Radeon HD 2400 PRO PCI,512,40,201,535,36
Radeon HD 2400 XT,Radeon HD 2400 XT,256,40,201,536,43
Radeon HD 2600 PRO,Radeon HD 2600 PRO,256,120,203,535,25
Radeon HD 2600 PRO AGP,Radeon HD 2600 PRO AGP,512,120,203,535,43
Radeon HD 2600 XT,Radeon HD 2600 XT,256,120,204,535,47
Radeon HD 2600 XT,Radeon HD 2600 XT,256,120,204,534,41
Radeon HD 2600 XT AGP,Radeon HD 2600 XT AGP,256,120,204,535,30
Radeon HD 2600 XT AGP,Radeon HD 2600 XT AGP,256,120,203,534,45
Radeon HD 2600 XT X2,Radeon HD 2600 XT X2,512,120,204,535,38
Radeon HD 2900 GT,Radeon HD 2900 GT,256,240,208,535,38
Radeon HD 2900 PRO,Radeon HD 2900 PRO,512,320,210,535,42
Radeon HD 2900 XT,Radeon HD 2900 XT,512,320,212,534,46
Radeon HD 3450,Radeon HD 3450,256,40,201,536,22
Radeon HD 3450 X2,Radeon HD 3450 X2,512,40,201,536,34
Radeon HD 3850,Radeon HD 3850,512,320,208,535,42
Radeon HD 3870,Radeon HD 3870,512,320,210,536,44
Xbox 360 GPU 80nm,Xbox 360 GPU 80nm,512,240,207,535,39
All-In-Wonder HD 3650,All-In-Wonder HD 3650,512,120,203,534,40
FireMV 2260,FireMV 2260,256,40,200,535,44
FireMV 2260 PCIe x1,FireMV 2260 PCIe x1,256,40,200,535,27
FirePro 2260 PCI,FirePro 2260 PCI,256,40,200,536,29
FirePro V3700,FirePro V3700,256,40,201,536,31
FirePro V3750,FirePro V3750,256,320,206,535,33
FirePro V5700,FirePro V5700,512,320,208,534,46
FirePro V8700,FirePro V8700,1024,800,221,536,50
FirePro V8750,FirePro V8750,2048,800,221,536,50
Mobility FireGL V5700,Mobility FireGL V5700,512,120,203,535,44
Mobility Radeon HD 3410,Mobility Radeon HD 3410,256,40,200,535,35
Mobility Radeon HD 3430,Mobility Radeon HD 3430,256,40,200,535,29
Mobility Radeon HD 3450,Mobility Radeon HD 3450,256,40,201,536,31
Mobility Radeon HD 3470,Mobility Radeon HD 3470,256,40,202,535,24
Mobility Radeon HD 3650,Mobility Radeon HD 3650,512,120,203,534,32
Mobility Radeon HD 3670,Mobility Radeon HD 3670,256,120,203,534,39
Mobility Radeon HD 3850,Mobility Radeon HD 3850,512,320,206,535,44
Mobility Radeon HD 3850 X2,Mobility Radeon HD 3850 X2,512,320,207,534,26
Mobility Radeon HD 3870,Mobility Radeon HD 3870,512,320,207,535,34
Mobility Radeon HD 3870 X2,Mobility Radeon HD 3870 X2,512,320,209,534,44
Radeon 3100 IGP,Radeon 3100 IGP,0,40,201,536,46
Radeon 3100 Mobile IGP,Radeon 3100 Mobile IGP,0,40,201,535,21
Radeon HD 2400,Radeon HD 2400,256,40,200,535,36
Radeon HD 2600 XT Mac Edition,Radeon HD 2600 XT Mac Edition,256,120,203,535,42
Radeon HD 3200 IGP,Radeon HD 3200 IGP,0,40,201,536,28
Radeon HD 3300 IGP,Radeon HD 3300 IGP,0,40,201,535,24
Radeon HD 3450 AGP,Radeon HD 3450 AGP,512,40,201,535,47
Radeon HD 3450 PCI,Radeon HD 3450 PCI,512,40,201,535,32
Radeon HD 3470,Radeon HD 3470,256,40,201,535,43
Radeon HD 3550,Radeon HD 3550,512,40,201,536,36
Radeon HD 3650,Radeon HD 3650,256,120,204,535,50
Radeon HD 3650 AGP,Radeon HD 3650 AGP,512,120,204,535,50
Radeon HD 3690,Radeon HD 3690,256,320,208,535,23
Radeon HD 3730,Radeon HD 3730,512,120,204,535,44
Radeon HD 3750,Radeon HD 3750,512,120,204,536,25
Radeon HD 3830,Radeon HD 3830,256,320,208,535,20
Radeon HD 3850 AGP,Radeon HD 3850 AGP,512,320,208,535,31
Radeon HD 3850 X2,Radeon HD 3850 X2,512,320,209,535,34
Radeon HD 3870 Mac Edition,Radeon HD 3870 Mac Edition,512,320,210,534,45
Radeon HD 3870 X2,Radeon HD 3870 X2,512,320,212,535,30
Radeon HD 4350,Radeon HD 4350,512,80,201,535,47
Radeon HD 4350 AGP,Radeon HD 4350 AGP,512,80,201,535,25
Radeon HD 4350 PCI,Radeon HD 4350 PCI,512,80,201,534,31
Radeon HD 4350 PCIe x1,Radeon HD 4350 PCIe x1,512,80,201,535,48
Radeon HD 4550,Radeon HD 4550,256,80,202,534,43
Radeon HD 4570,Radeon HD 4570,1024,80,202,534,35
Radeon HD 4650,Radeon HD 4650,256,320,206,535,24
Radeon HD 4650 AGP,Radeon HD 4650 AGP,512,320,206,536,46
Radeon HD 4670,Radeon HD 4670,512,320,208,535,21
Radeon HD 4670 X2,Radeon HD 4670 X2,512,320,210,534,23
Radeon HD 4710,Radeon HD 4710,1024,320,208,536,40
Radeon HD 4730 OEM,Radeon HD 4730 OEM,1024,320,209,536,20
Radeon HD 4830,Radeon HD 4830,512,640,213,534,27
Radeon HD 4850,Radeon HD 4850,512,800,217,535,34
Radeon HD 4850 X2,Radeon HD 4850 X2,512,800,221,534,42
Radeon HD 4870,Radeon HD 4870,512,800,221,535,39
Radeon HD 4870 X2,Radeon HD 4870 X2,1024,800,225,535,33
Radeon Xpress 2100 IGP,Radeon Xpress 2100 IGP,0,40,201,535,42
Xbox 360 GPU 65nm,Xbox 360 GPU 65nm,512,240,207,534,27
FirePro 2450 Multi-View,FirePro 2450 Multi-View,256,40,201,535,28
FirePro 2450 Multi-View PCIe x1,FirePro 2450 Multi-View PCIe x1,256,40,201,535,23
FirePro M5725,FirePro M5725,512,320,207,535,28
FirePro M7740,FirePro M7740,1024,640,213,535,40
FirePro V7750,FirePro V7750,1024,320,209,536,28
Mobility FireGL V5725,Mobility FireGL V5725,256,120,203,535,25
Mobility Radeon HD 4100 IGP,Mobility Radeon HD 4100 IGP,0,40,201,536,45
Mobility Radeon HD 4200 IGP,Mobility Radeon HD 4200 IGP,0,40,201,536,27
Mobility Radeon HD 4330,Mobility Radeon HD 4330,512,80,202,534,20
Mobility Radeon HD 4350,Mobility Radeon HD 4350,512,80,202,535,26
Mobility Radeon HD 4530,Mobility Radeon HD 4530,512,80,202,535,50
Mobility Radeon HD 4570,Mobility Radeon HD 4570,512,80,202,535,34
Mobility Radeon HD 4650,Mobility Radeon HD 4650,1024,320,206,535,27
Mobility Radeon HD 4670,Mobility Radeon HD 4670,512,320,207,536,39
Mobility Radeon HD 4670 Mac Edition,Mobility Radeon HD 4670 Mac Edition,256,320,207,535,50
Mobility Radeon HD 4830,Mobility Radeon HD 4830,1024,640,210,534,48
Mobility Radeon HD 4850,Mobility Radeon HD 4850,1024,800,213,535,47
Mobility Radeon HD 4850 Mac Edition,Mobility Radeon HD 4850 Mac Edition,512,800,213,535,47
Mobility Radeon HD 4850 X2,Mobility Radeon HD 4850 X2,1024,800,213,535,49
Mobility Radeon HD 4860,Mobility Radeon HD 4860,1024,640,213,535,49
Mobility Radeon HD 4870,Mobility Radeon HD 4870,512,800,214,535,43
Mobility Radeon HD 4870 X2,Mobility Radeon HD 4870 X2,1024,800,214,535,23
Radeon 3000 IGP,Radeon 3000 IGP,0,40,201,534,28
Radeon E4690 MXM,Radeon E4690 MXM,512,320,206,535,39
Radeon E4690 MXM,Radeon E4690 MXM,512,320,206,534,26
Radeon E4690 PCIe,Radeon E4690 PCIe,512,320,206,535,32
Radeon HD 3200 Mobile IGP,Radeon HD 3200 Mobile IGP,0,40,201,535,44
Radeon HD 3410,Radeon HD 3410,256,40,201,535,31
Radeon HD 3610,Radeon HD 3610,512,120,203,534,22
Radeon HD 4200 IGP,Radeon HD 4200 IGP,0,40,201,535,39
Radeon HD 4250,Radeon HD 4250,512,40,201,535,41
Radeon HD 4520,Radeon HD 4520,512,80,202,535,34
Radeon HD 4570 Rebrand,Radeon HD 4570 Rebrand,1024,120,204,535,31
Radeon HD 4670 AGP,Radeon HD 4670 AGP,1024,320,208,535,38
Radeon HD 4730,Radeon HD 4730,512,640,217,534,38
Radeon HD 4750,Radeon HD 4750,512,640,216,535,28
Radeon HD 4770,Radeon HD 4770,512,640,216,535,35
Radeon HD 4810,Radeon HD 4810,512,640,214,534,29
Radeon HD 4860,Radeon HD 4860,512,640,216,534,45
Radeon HD 4870 Mac Edition,Radeon HD 4870 Mac Edition,512,800,221,534,26
Radeon HD 4890,Radeon HD 4890,1024,800,225,535,48
Radeon HD 5750,Radeon HD 5750,1024,720,217,535,50
Radeon HD 5770,Radeon HD 5770,1024,800,223,534,37
Radeon HD 5850,Radeon HD 5850,1024,1440,235,535,26
Radeon HD 5870,Radeon HD 5870,1024,1600,246,535,27
Radeon HD 5970,Radeon HD 5970,1024,1600,242,536,38
FirePro 2460 Multi-View,FirePro 2460 Multi-View,512,80,201,535,33
FirePro M5800,FirePro M5800,1024,400,208,535,41
FirePro M7820,FirePro M7820,1024,800,218,535,22
FirePro V3800,FirePro V3800,512,400,208,534,47
FirePro V4800,FirePro V4800,1024,400,211,535,37
FirePro V5800,FirePro V5800,1024,800,218,535,36
FirePro V5800 DVI,FirePro V5800 DVI,1024,800,218,535,35
FirePro V7800,FirePro V7800,2048,1440,234,535,23
FirePro V8800,FirePro V8800,2048,1600,245,536,34
FirePro V9800,FirePro V9800,4096,1600,248,534,48
FirePro V9800P,FirePro V9800P,4096,1600,247,535,21
Mobility Radeon HD 4225 IGP,Mobility Radeon HD 4225 IGP,0,40,200,535,35
Mobility Radeon HD 4250 IGP,Mobility Radeon HD 4250 IGP,0,40,201,535,43
Mobility Radeon HD 4270 IGP,Mobility Radeon HD 4270 IGP,0,40,201,535,30
Mobility Radeon HD 4550,Mobility Radeon HD 4550,512,80,202,535,25
Mobility Radeon HD 5145,Mobility Radeon HD 5145,512,80,202,535,28
Mobility Radeon HD 5165,Mobility Radeon HD 5165,1024,320,206,535,20
Mobility Radeon HD 530v,Mobility Radeon HD 530v,512,80,201,535,50
Mobility Radeon HD 530v,Mobility Radeon HD 530v,512,80,201,535,50
Mobility Radeon HD 540v,Mobility Radeon HD 540v,512,80,201,534,43
Mobility Radeon HD 540v,Mobility Radeon HD 540v,512,80,201,536,44
Mobility Radeon HD 5430,Mobility Radeon HD 5430,1024,80,201,535,24
Mobility Radeon HD 5450,Mobility Radeon HD 5450,1024,80,201,535,43
Mobility Radeon HD 5450,Mobility Radeon HD 5450,1024,80,201,536,37
Mobility Radeon HD 545v,Mobility Radeon HD 545v,512,80,202,534,38
Mobility Radeon HD 545v,Mobility Radeon HD 545v,512,80,202,535,30
Mobility Radeon HD 5470,Mobility Radeon HD 5470,512,80,202,535,28
Mobility Radeon HD 550v,Mobility Radeon HD 550v,1024,320,204,535,23
Mobility Radeon HD 560v,Mobility Radeon HD 560v,1024,320,205,535,26
Mobility Radeon HD 5650,Mobility Radeon HD 5650,1024,400,205,536,22
Mobility Radeon HD 565v,Mobility Radeon HD 565v,1024,320,206,535,21
Mobility Radeon HD 5670 Mac Edition,Mobility Radeon HD 5670 Mac Edition,512,400,208,536,38
Mobility Radeon HD 5730,Mobility Radeon HD 5730,1024,400,208,536,36
Mobility Radeon HD 5750,Mobility Radeon HD 5750,1024,400,207,535,39
Mobility Radeon HD 5770,Mobility Radeon HD 5770,1024,400,208,535,37
Mobility Radeon HD 5830,Mobility Radeon HD 5830,1024,800,212,535,33
Mobility Radeon HD 5850,Mobility Radeon HD 5850,1024,800,212,535,31
Mobility Radeon HD 5850 Mac Edition,Mobility Radeon HD 5850 Mac Edition,1024,800,215,535,39
Mobility Radeon HD 5870,Mobility Radeon HD 5870,1024,800,218,535,22
Radeon HD 3570,Radeon HD 3570,512,40,201,536,20
Radeon HD 4250 IGP,Radeon HD 4250 IGP,0,40,201,535,28
Radeon HD 4290 IGP,Radeon HD 4290 IGP,0,40,201,535,28
Radeon HD 4700,Radeon HD 4700,512,320,207,535,43
Radeon HD 4855,Radeon HD 4855,512,640,213,535,43
Radeon HD 5450,Radeon HD 5450,512,80,202,536,32
Radeon HD 5450 PCI,Radeon HD 5450 PCI,512,80,202,535,26
Radeon HD 5450 PCIe x1,Radeon HD 5450 PCIe x1,512,80,202,534,46
Radeon HD 5550,Radeon HD 5550,512,320,206,534,20
Radeon HD 5570,Radeon HD 5570,1024,400,208,536,43
Radeon HD 5570,Radeon HD 5570,1024,400,208,535,43
Radeon HD 5570 OEM,Radeon HD 5570 OEM,1024,320,206,536,28
Radeon HD 5670,Radeon HD 5670,1024,400,210,535,46
Radeon HD 5670 640SP Edition,Radeon HD 5670 640SP Edition,512,640,216,534,47
Radeon HD 5770 Mac Edition,Radeon HD 5770 Mac Edition,1024,800,223,534,33
Radeon HD 5770 X2,Radeon HD 5770 X2,1024,800,221,534,48
Radeon HD 5830,Radeon HD 5830,1024,1120,231,536,47
Radeon HD 5870 Eyefinity 6,Radeon HD 5870 Eyefinity 6,2048,1600,247,535,23
Radeon HD 5870 Mac Edition,Radeon HD 5870 Mac Edition,1024,1600,247,536,37
Xbox 360 S GPU,Xbox 360 S GPU,512,240,206,535,22
FirePro V7800P,FirePro V7800P,2048,1440,234,535,32
Radeon HD 4450,Radeon HD 4450,512,80,202,536,47
Radeon HD 4580,Radeon HD 4580,512,120,204,535,25
Radeon HD 4720,Radeon HD 4720,1024,320,207,535,26
Radeon HD 5530,Radeon HD 5530,1024,80,202,536,32
Radeon HD 5570,Radeon HD 5570,1024,320,207,535,35
Radeon HD 5630,Radeon HD 5630,1024,320,207,534,40
Radeon HD 5690,Radeon HD 5690,1024,400,210,534,21
Radeon HD 5730,Radeon HD 5730,1024,400,210,535,46
FirePro V7760,FirePro V7760,1024,800,219,535,22
FirePro V7770,FirePro V7770,1024,800,216,535,42
Mobility Radeon HD 5570,Mobility Radeon HD 5570,1024,400,207,535,45
Radeon HD 5470,Radeon HD 5470,512,80,202,535,27
Radeon HD 5490,Radeon HD 5490,1024,80,202,535,38
Xbox 360 E GPU,Xbox 360 E GPU,512,240,206,535,36
GMA 3150,GMA 3150,0,16,200,535,49
GMA 3150,GMA 3150,0,16,200,535,21
GMA 3600,GMA 3600,0,32,200,536,28
GMA 3650,GMA 3650,0,32,200,535,50
GMA 500,GMA 500,0,32,201,535,22
GMA X4500,GMA X4500,0,80,201,535,41
GMA X4500M,GMA X4500M,0,80,201,534,20
GMA X4500MHD,GMA X4500MHD,0,80,201,536,49
GMA X4700MHD,GMA X4700MHD,0,80,201,535,49
Aubrey Isle,Aubrey Isle,2048,512,225,535,26
GMA 600,GMA 600,0,32,201,535,48
HD Graphics 12EU,HD Graphics 12EU,0,96,202,535,34
HD Graphics 16EU Mobile,HD Graphics 16EU Mobile,0,96,202,535,31
HD Graphics 2000,HD Graphics 2000,0,48,202,535,43
HD Graphics 3000,HD Graphics 3000,0,96,205,535,34
HD Graphics 3000,HD Graphics 3000,0,96,204,535,39
HD Graphics 3000 Mobile,HD Graphics 3000 Mobile,0,96,204,534,32
HD Graphics 3000 Mobile,HD Graphics 3000 Mobile,0,96,204,535,28
HD Graphics 6EU Mobile,HD Graphics 6EU Mobile,0,48,202,535,37
HD Graphics P3000,HD Graphics P3000,0,96,205,534,20
HD Graphics 4000,HD Graphics 4000,0,128,205,536,39
HD Graphics 4000 Mobile,HD Graphics 4000 Mobile,0,128,204,535,26
HD Graphics 6EU,HD Graphics 6EU,0,48,202,536,39
HD Graphics 6EU Mobile,HD Graphics 6EU Mobile,0,48,202,535,29
HD Graphics P4000,HD Graphics P4000,0,128,205,536,36
Xeon Phi 3120A,Xeon Phi 3120A,6144,912,238,534,40
Xeon Phi 5110P,Xeon Phi 5110P,8192,960,236,536,42
Xeon Phi SE10X,Xeon Phi SE10X,8192,976,240,534,38
HD Graphics 10EU,HD Graphics 10EU,0,80,203,535,40
HD Graphics 10EU Mobile,HD Graphics 10EU Mobile,0,80,203,535,32
HD Graphics 32EU Mobile,HD Graphics 32EU Mobile,0,32,200,535,28
HD Graphics 4200 Mobile,HD Graphics 4200 Mobile,0,160,204,535,45
HD Graphics 4400,HD Graphics 4400,0,160,206,535,33
HD Graphics 4400 Mobile,HD Graphics 4400 Mobile,0,160,205,535,22
HD Graphics 4600,HD Graphics 4600,0,160,206,535,44
HD Graphics 4600 Mobile,HD Graphics 4600 Mobile,0,160,205,536,29
HD Graphics 5000 Mobile,HD Graphics 5000 Mobile,0,320,210,535,34
HD Graphics P4600,HD Graphics P4600,0,160,207,534,43
HD Graphics P4700,HD Graphics P4700,0,160,208,535,42
Iris Graphics 5100 Mobile,Iris Graphics 5100 Mobile,0,320,211,536,20
Iris Pro Graphics 5200,Iris Pro Graphics 5200,0,320,212,535,50
Iris Pro Graphics 5200 Mobile,Iris Pro Graphics 5200 Mobile,0,320,212,535,35
Xeon Phi 5120D,Xeon Phi 5120D,8192,960,237,536,22
Xeon Phi 7120P,Xeon Phi 7120P,16384,976,247,536,34
Xeon Phi 7120X,Xeon Phi 7120X,16384,976,247,536,32
HD Graphics 5300 Mobile,HD Graphics 5300 Mobile,0,192,204,535,39
HD Graphics 5500 Mobile,HD Graphics 5500 Mobile,0,192,205,535,36
HD Graphics 5600 Mobile,HD Graphics 5600 Mobile,0,192,206,535,44
HD Graphics 6000 Mobile,HD Graphics 6000 Mobile,0,384,211,536,32
HD Graphics P5700,HD Graphics P5700,0,192,206,536,22
Iris Graphics 6100 Mobile,Iris Graphics 6100 Mobile,0,384,211,535,33
Iris Pro Graphics 6200,Iris Pro Graphics 6200,0,384,213,534,36
Iris Pro Graphics 6200 Mobile,Iris Pro Graphics 6200 Mobile,0,384,213,536,45
Iris Pro Graphics P6300,Iris Pro Graphics P6300,0,384,209,534,44
HD Graphics 12EU Mobile,HD Graphics 12EU Mobile,0,96,201,534,31
HD Graphics 12EU Mobile,HD Graphics 12EU Mobile,0,96,202,535,34
HD Graphics 400 Mobile,HD Graphics 400 Mobile,0,96,201,536,46
HD Graphics 405 Mobile,HD Graphics 405 Mobile,0,128,202,535,22
HD Graphics 500 Mobile,HD Graphics 500 Mobile,0,96,202,535,42
HD Graphics 510,HD Graphics 510,0,96,203,536,26
HD Graphics 510 Mobile,HD Graphics 510 Mobile,0,96,202,534,40
HD Graphics 515 Mobile,HD Graphics 515 Mobile,0,192,204,534,37
HD Graphics 520 Mobile,HD Graphics 520 Mobile,0,192,205,535,49
HD Graphics 530,HD Graphics 530,0,192,205,535,25
HD Graphics 530 Mobile,HD Graphics 530 Mobile,0,192,205,535,43
HD Graphics P530,HD Graphics P530,0,192,206,534,30
Iris Graphics 540 Mobile,Iris Graphics 540 Mobile,0,384,211,535,33
Iris Graphics 550 Mobile,Iris Graphics 550 Mobile,0,384,211,535,28
Iris Pro Graphics 580 Mobile,Iris Pro Graphics 580 Mobile,0,576,216,535,50
Iris Pro Graphics P555,Iris Pro Graphics P555,0,384,211,535,30
Iris Pro Graphics P580,Iris Pro Graphics P580,0,576,217,536,35
Iris Pro Graphics P580 Mobile,Iris Pro Graphics P580 Mobile,0,576,218,535,32
HD Graphics 505 Mobile,HD Graphics 505 Mobile,0,144,202,534,45
HD Graphics 610,HD Graphics 610,0,96,203,535,39
HD Graphics 610 Mobile,HD Graphics 610 Mobile,0,96,202,536,39
HD Graphics 615 Mobile,HD Graphics 615 Mobile,0,192,205,536,44
HD Graphics 620 Mobile,HD Graphics 620 Mobile,0,192,206,536,24
HD Graphics 630,HD Graphics 630,0,192,206,535,45
HD Graphics 630 Mobile,HD Graphics 630 Mobile,0,192,206,536,22
HD Graphics P630 Mobile,HD Graphics P630 Mobile,0,192,206,535,46
Iris Plus Graphics 640 Mobile,Iris Plus Graphics 640 Mobile,0,384,213,535,46
Iris Plus Graphics 650 Mobile,Iris Plus Graphics 650 Mobile,0,384,213,534,31
UHD Graphics 600 Mobile,UHD Graphics 600 Mobile,0,96,202,535,29
UHD Graphics 605 Mobile,UHD Graphics 605 Mobile,0,144,203,535,41
UHD Graphics 620 Mobile,UHD Graphics 620 Mobile,0,192,206,534,29
UHD Graphics 630,UHD Graphics 630,0,184,206,535,22
UHD Graphics 630,UHD Graphics 630,0,192,206,535,44
Iris Plus Graphics 655 Mobile,Iris Plus Graphics 655 Mobile,0,384,212,536,46
UHD Graphics 610,UHD Graphics 610,0,96,203,536,27
UHD Graphics 610 Mobile,UHD Graphics 610 Mobile,0,96,202,534,24
UHD Graphics 615 Mobile,UHD Graphics 615 Mobile,0,192,205,535,30
UHD Graphics 617 Mobile,UHD Graphics 617 Mobile,0,192,206,535,47
UHD Graphics 620 Mobile,UHD Graphics 620 Mobile,0,192,206,534,21
UHD Graphics 630 Mobile,UHD Graphics 630 Mobile,0,192,206,536,50
UHD Graphics P630,UHD Graphics P630,0,192,206,535,32
UHD Graphics P630 Mobile,UHD Graphics P630 Mobile,0,192,207,535,28
Iris Plus Graphics 645 Mobile,Iris Plus Graphics 645 Mobile,0,384,212,535,44
Iris Plus Graphics G4 48EU Mobile,Iris Plus Graphics G4 48EU Mobile,0,384,212,534,26
UHD Graphics 24EU Mobile,UHD Graphics 24EU Mobile,0,192,206,536,42
UHD Graphics 24EU Mobile,UHD Graphics 24EU Mobile,0,192,206,535,23
UHD Graphics 24EU Mobile,UHD Graphics 24EU Mobile,0,192,205,535,48
UHD Graphics G1 32EU Mobile,UHD Graphics G1 32EU Mobile,0,256,207,534,30
H3C XG310,H3C XG310,8192,768,233,535,23
Iris Plus Graphics G7 64EU Mobile,Iris Plus Graphics G7 64EU Mobile,0,512,216,535,32
Iris Xe Graphics G4 48EU Mobile,Iris Xe Graphics G4 48EU Mobile,0,384,213,536,27
Iris Xe Graphics G7 80EU Mobile,Iris Xe Graphics G7 80EU Mobile,0,640,221,535,30
Iris Xe Graphics G7 96EU Mobile,Iris Xe Graphics G7 96EU Mobile,0,768,226,535,45
Iris Xe MAX Graphics,Iris Xe MAX Graphics,4096,768,239,536,32
UHD Graphics 16EU Mobile,UHD Graphics 16EU Mobile,0,128,203,535,37
